Year,Deaths,County_Name,State
2015.0,12.0,Rankin County, MS
2007.0,12.0,Rapides Parish, LA
2010.0,10.0,Rapides Parish, LA
2011.0,15.0,Rapides Parish, LA
2013.0,14.0,Rapides Parish, LA
2014.0,14.0,Rapides Parish, LA
2015.0,14.0,Rapides Parish, LA
2013.0,10.0,Reno County, KS
2014.0,10.0,Reno County, KS
2015.0,10.0,Reno County, KS
2009.0,11.0,Rensselaer County, NY
2012.0,10.0,Rensselaer County, NY
2013.0,11.0,Rensselaer County, NY
2015.0,14.0,Rensselaer County, NY
2005.0,13.0,Richland County, OH
2006.0,16.0,Richland County, OH
2007.0,11.0,Richland County, OH
2008.0,13.0,Richland County, OH
2009.0,11.0,Richland County, OH
2010.0,14.0,Richland County, OH
2011.0,15.0,Richland County, OH
2012.0,10.0,Richland County, OH
2013.0,22.0,Richland County, OH
2014.0,31.0,Richland County, OH
2015.0,36.0,Richland County, OH
2003.0,26.0,Richland County, SC
2004.0,14.0,Richland County, SC
2005.0,24.0,Richland County, SC
2006.0,38.0,Richland County, SC
2007.0,20.0,Richland County, SC
2008.0,27.0,Richland County, SC
2009.0,30.0,Richland County, SC
2010.0,45.0,Richland County, SC
2011.0,36.0,Richland County, SC
2012.0,32.0,Richland County, SC
2013.0,26.0,Richland County, SC
2014.0,37.0,Richland County, SC
2015.0,35.0,Richland County, SC
2003.0,14.0,Richmond County, GA
2004.0,16.0,Richmond County, GA
2005.0,10.0,Richmond County, GA
2006.0,23.0,Richmond County, GA
2007.0,13.0,Richmond County, GA
2008.0,16.0,Richmond County, GA
2009.0,19.0,Richmond County, GA
2010.0,29.0,Richmond County, GA
2011.0,21.0,Richmond County, GA
2012.0,28.0,Richmond County, GA
2013.0,15.0,Richmond County, GA
2014.0,23.0,Richmond County, GA
2015.0,39.0,Richmond County, GA
2009.0,10.0,Richmond County, NC
2011.0,11.0,Richmond County, NC
2015.0,13.0,Richmond County, NC
2003.0,26.0,Richmond County, NY
2004.0,45.0,Richmond County, NY
2005.0,47.0,Richmond County, NY
2006.0,41.0,Richmond County, NY
2007.0,46.0,Richmond County, NY
2008.0,49.0,Richmond County, NY
2009.0,63.0,Richmond County, NY
2010.0,57.0,Richmond County, NY
2011.0,70.0,Richmond County, NY
2012.0,77.0,Richmond County, NY
2013.0,67.0,Richmond County, NY
2014.0,74.0,Richmond County, NY
2015.0,74.0,Richmond County, NY
2003.0,30.0,Richmond city, VA
2004.0,28.0,Richmond city, VA
2005.0,27.0,Richmond city, VA
2006.0,25.0,Richmond city, VA
2007.0,32.0,Richmond city, VA
2008.0,23.0,Richmond city, VA
2009.0,19.0,Richmond city, VA
2010.0,15.0,Richmond city, VA
2011.0,29.0,Richmond city, VA
2012.0,25.0,Richmond city, VA
2013.0,27.0,Richmond city, VA
2014.0,47.0,Richmond city, VA
2015.0,48.0,Richmond city, VA
2003.0,12.0,Rio Arriba County, NM
2004.0,19.0,Rio Arriba County, NM
2005.0,16.0,Rio Arriba County, NM
2006.0,18.0,Rio Arriba County, NM
2007.0,17.0,Rio Arriba County, NM
2008.0,24.0,Rio Arriba County, NM
2009.0,19.0,Rio Arriba County, NM
2010.0,18.0,Rio Arriba County, NM
2011.0,27.0,Rio Arriba County, NM
2012.0,30.0,Rio Arriba County, NM
2013.0,28.0,Rio Arriba County, NM
2014.0,39.0,Rio Arriba County, NM
2015.0,26.0,Rio Arriba County, NM
2003.0,152.0,Riverside County, CA
2004.0,162.0,Riverside County, CA
2005.0,162.0,Riverside County, CA
2006.0,172.0,Riverside County, CA
2007.0,192.0,Riverside County, CA
2008.0,193.0,Riverside County, CA
2009.0,200.0,Riverside County, CA
2010.0,213.0,Riverside County, CA
2011.0,213.0,Riverside County, CA
2012.0,244.0,Riverside County, CA
2013.0,299.0,Riverside County, CA
2014.0,303.0,Riverside County, CA
2015.0,316.0,Riverside County, CA
2004.0,10.0,Roane County, TN
2005.0,14.0,Roane County, TN
2006.0,15.0,Roane County, TN
2009.0,14.0,Roane County, TN
2010.0,19.0,Roane County, TN
2011.0,19.0,Roane County, TN
2012.0,17.0,Roane County, TN
2013.0,18.0,Roane County, TN
2014.0,19.0,Roane County, TN
2015.0,16.0,Roane County, TN
2014.0,17.0,Roanoke County, VA
2003.0,13.0,Roanoke city, VA
2004.0,13.0,Roanoke city, VA
2005.0,10.0,Roanoke city, VA
2008.0,13.0,Roanoke city, VA
2009.0,13.0,Roanoke city, VA
2011.0,14.0,Roanoke city, VA
2012.0,13.0,Roanoke city, VA
2013.0,22.0,Roanoke city, VA
2015.0,23.0,Roanoke city, VA
2011.0,12.0,Robertson County, TN
2015.0,12.0,Robertson County, TN
2006.0,10.0,Robeson County, NC
2008.0,10.0,Robeson County, NC
2009.0,10.0,Robeson County, NC
2011.0,23.0,Robeson County, NC
2012.0,21.0,Robeson County, NC
2013.0,17.0,Robeson County, NC
2014.0,20.0,Robeson County, NC
2015.0,16.0,Robeson County, NC
2005.0,18.0,Rock County, WI
2006.0,20.0,Rock County, WI
2007.0,22.0,Rock County, WI
2008.0,13.0,Rock County, WI
2009.0,15.0,Rock County, WI
2010.0,17.0,Rock County, WI
2011.0,23.0,Rock County, WI
2012.0,22.0,Rock County, WI
2013.0,26.0,Rock County, WI
2014.0,25.0,Rock County, WI
2015.0,24.0,Rock County, WI
2008.0,11.0,Rock Island County, IL
2009.0,11.0,Rock Island County, IL
2011.0,13.0,Rock Island County, IL
2012.0,10.0,Rock Island County, IL
2014.0,10.0,Rock Island County, IL
2009.0,11.0,Rockcastle County, KY
2003.0,11.0,Rockdale County, GA
2006.0,10.0,Rockdale County, GA
2007.0,10.0,Rockdale County, GA
2012.0,10.0,Rockdale County, GA
2013.0,10.0,Rockdale County, GA
2014.0,10.0,Rockdale County, GA
2015.0,10.0,Rockdale County, GA
2003.0,11.0,Rockingham County, NC
2005.0,13.0,Rockingham County, NC
2006.0,12.0,Rockingham County, NC
2007.0,19.0,Rockingham County, NC
2008.0,19.0,Rockingham County, NC
2009.0,13.0,Rockingham County, NC
2010.0,15.0,Rockingham County, NC
2011.0,18.0,Rockingham County, NC
2012.0,14.0,Rockingham County, NC
2013.0,11.0,Rockingham County, NC
2015.0,12.0,Rockingham County, NC
2003.0,19.0,Rockingham County, NH
2004.0,25.0,Rockingham County, NH
2005.0,18.0,Rockingham County, NH
2006.0,29.0,Rockingham County, NH
2007.0,33.0,Rockingham County, NH
2008.0,19.0,Rockingham County, NH
2009.0,30.0,Rockingham County, NH
2010.0,25.0,Rockingham County, NH
2011.0,35.0,Rockingham County, NH
2012.0,34.0,Rockingham County, NH
2013.0,31.0,Rockingham County, NH
2014.0,60.0,Rockingham County, NH
2015.0,85.0,Rockingham County, NH
2006.0,10.0,Rockland County, NY
2008.0,14.0,Rockland County, NY
2009.0,15.0,Rockland County, NY
2010.0,10.0,Rockland County, NY
2011.0,13.0,Rockland County, NY
2012.0,16.0,Rockland County, NY
2013.0,27.0,Rockland County, NY
2014.0,19.0,Rockland County, NY
2015.0,32.0,Rockland County, NY
2008.0,11.0,Rogers County, OK
2009.0,11.0,Rogers County, OK
2010.0,10.0,Rogers County, OK
2014.0,12.0,Rogers County, OK
2015.0,13.0,Rogers County, OK
2007.0,10.0,Roscommon County, MI
2005.0,14.0,Ross County, OH
2006.0,11.0,Ross County, OH
2007.0,19.0,Ross County, OH
2008.0,21.0,Ross County, OH
2009.0,20.0,Ross County, OH
2010.0,16.0,Ross County, OH
2011.0,18.0,Ross County, OH
2012.0,12.0,Ross County, OH
2013.0,16.0,Ross County, OH
2014.0,29.0,Ross County, OH
2015.0,38.0,Ross County, OH
2003.0,10.0,Rowan County, NC
2004.0,21.0,Rowan County, NC
2005.0,21.0,Rowan County, NC
2006.0,20.0,Rowan County, NC
2007.0,17.0,Rowan County, NC
2008.0,25.0,Rowan County, NC
2009.0,26.0,Rowan County, NC
2010.0,19.0,Rowan County, NC
2011.0,32.0,Rowan County, NC
2012.0,26.0,Rowan County, NC
2013.0,24.0,Rowan County, NC
2014.0,25.0,Rowan County, NC
2015.0,32.0,Rowan County, NC
2014.0,15.0,Russell County, KY
2003.0,13.0,Russell County, VA
2004.0,11.0,Russell County, VA
2005.0,10.0,Russell County, VA
2007.0,10.0,Russell County, VA
2010.0,12.0,Russell County, VA
2011.0,14.0,Russell County, VA
2003.0,10.0,Rutherford County, NC
2005.0,11.0,Rutherford County, NC
2006.0,16.0,Rutherford County, NC
2007.0,15.0,Rutherford County, NC
2008.0,18.0,Rutherford County, NC
2009.0,14.0,Rutherford County, NC
2010.0,10.0,Rutherford County, NC
2011.0,14.0,Rutherford County, NC
2013.0,10.0,Rutherford County, NC
2015.0,19.0,Rutherford County, NC
2003.0,14.0,Rutherford County, TN
2004.0,13.0,Rutherford County, TN
2005.0,14.0,Rutherford County, TN
2006.0,15.0,Rutherford County, TN
2007.0,24.0,Rutherford County, TN
2008.0,30.0,Rutherford County, TN
2009.0,14.0,Rutherford County, TN
2010.0,24.0,Rutherford County, TN
2011.0,17.0,Rutherford County, TN
2012.0,25.0,Rutherford County, TN
2013.0,35.0,Rutherford County, TN
2014.0,26.0,Rutherford County, TN
2015.0,48.0,Rutherford County, TN
2007.0,12.0,Rutland County, VT
2011.0,12.0,Rutland County, VT
2013.0,10.0,Rutland County, VT
2015.0,10.0,Rutland County, VT
2003.0,131.0,Sacramento County, CA
2004.0,171.0,Sacramento County, CA
2005.0,221.0,Sacramento County, CA
2006.0,208.0,Sacramento County, CA
2007.0,175.0,Sacramento County, CA
2008.0,224.0,Sacramento County, CA
2009.0,206.0,Sacramento County, CA
2010.0,181.0,Sacramento County, CA
2011.0,192.0,Sacramento County, CA
2012.0,196.0,Sacramento County, CA
2013.0,201.0,Sacramento County, CA
2014.0,230.0,Sacramento County, CA
2015.0,275.0,Sacramento County, CA
2003.0,16.0,Saginaw County, MI
2004.0,10.0,Saginaw County, MI
2005.0,12.0,Saginaw County, MI
2006.0,23.0,Saginaw County, MI
2007.0,22.0,Saginaw County, MI
2008.0,27.0,Saginaw County, MI
2009.0,23.0,Saginaw County, MI
2010.0,18.0,Saginaw County, MI
2011.0,24.0,Saginaw County, MI
2012.0,20.0,Saginaw County, MI
2013.0,27.0,Saginaw County, MI
2014.0,36.0,Saginaw County, MI
2015.0,32.0,Saginaw County, MI
2005.0,12.0,Salem County, NJ
2006.0,15.0,Salem County, NJ
2007.0,10.0,Salem County, NJ
2011.0,15.0,Salem County, NJ
2012.0,10.0,Salem County, NJ
2015.0,18.0,Salem County, NJ
2005.0,10.0,Saline County, AR
2006.0,10.0,Saline County, AR
2008.0,11.0,Saline County, AR
2011.0,10.0,Saline County, AR
2012.0,11.0,Saline County, AR
2014.0,13.0,Saline County, AR
2003.0,138.0,Salt Lake County, UT
2004.0,166.0,Salt Lake County, UT
2005.0,200.0,Salt Lake County, UT
2006.0,197.0,Salt Lake County, UT
2007.0,208.0,Salt Lake County, UT
2008.0,176.0,Salt Lake County, UT
2009.0,196.0,Salt Lake County, UT
2010.0,148.0,Salt Lake County, UT
2011.0,174.0,Salt Lake County, UT
2012.0,203.0,Salt Lake County, UT
2013.0,223.0,Salt Lake County, UT
2014.0,213.0,Salt Lake County, UT
2015.0,243.0,Salt Lake County, UT
2008.0,10.0,Sampson County, NC
2011.0,11.0,Sampson County, NC
2014.0,15.0,Sampson County, NC
2003.0,143.0,San Bernardino County, CA
2004.0,170.0,San Bernardino County, CA
2005.0,204.0,San Bernardino County, CA
2006.0,176.0,San Bernardino County, CA
2007.0,150.0,San Bernardino County, CA
2008.0,187.0,San Bernardino County, CA
2009.0,180.0,San Bernardino County, CA
2010.0,153.0,San Bernardino County, CA
2011.0,156.0,San Bernardino County, CA
2012.0,162.0,San Bernardino County, CA
2013.0,196.0,San Bernardino County, CA
2014.0,210.0,San Bernardino County, CA
2015.0,198.0,San Bernardino County, CA
2003.0,240.0,San Diego County, CA
2004.0,253.0,San Diego County, CA
2005.0,269.0,San Diego County, CA
2006.0,274.0,San Diego County, CA
2007.0,288.0,San Diego County, CA
2008.0,294.0,San Diego County, CA
2009.0,288.0,San Diego County, CA
2010.0,304.0,San Diego County, CA
2011.0,343.0,San Diego County, CA
2012.0,345.0,San Diego County, CA
2013.0,371.0,San Diego County, CA
2014.0,367.0,San Diego County, CA
2015.0,371.0,San Diego County, CA
2003.0,124.0,San Francisco County, CA
2004.0,110.0,San Francisco County, CA
2005.0,157.0,San Francisco County, CA
2006.0,173.0,San Francisco County, CA
2007.0,178.0,San Francisco County, CA
2008.0,165.0,San Francisco County, CA
2009.0,161.0,San Francisco County, CA
2010.0,151.0,San Francisco County, CA
2011.0,183.0,San Francisco County, CA
2012.0,118.0,San Francisco County, CA
2013.0,109.0,San Francisco County, CA
2014.0,148.0,San Francisco County, CA
2015.0,179.0,San Francisco County, CA
2003.0,67.0,San Joaquin County, CA
2004.0,73.0,San Joaquin County, CA
2005.0,69.0,San Joaquin County, CA
2006.0,87.0,San Joaquin County, CA
2007.0,97.0,San Joaquin County, CA
2008.0,94.0,San Joaquin County, CA
2009.0,107.0,San Joaquin County, CA
2010.0,121.0,San Joaquin County, CA
2011.0,127.0,San Joaquin County, CA
2012.0,95.0,San Joaquin County, CA
2013.0,98.0,San Joaquin County, CA
2014.0,109.0,San Joaquin County, CA
2015.0,105.0,San Joaquin County, CA
2003.0,12.0,San Juan County, NM
2007.0,15.0,San Juan County, NM
2008.0,15.0,San Juan County, NM
2009.0,15.0,San Juan County, NM
2010.0,13.0,San Juan County, NM
2011.0,19.0,San Juan County, NM
2012.0,21.0,San Juan County, NM
2013.0,15.0,San Juan County, NM
2014.0,22.0,San Juan County, NM
2015.0,12.0,San Juan County, NM
2003.0,10.0,San Luis Obispo County, CA
2004.0,23.0,San Luis Obispo County, CA
2005.0,22.0,San Luis Obispo County, CA
2006.0,23.0,San Luis Obispo County, CA
2007.0,27.0,San Luis Obispo County, CA
2008.0,22.0,San Luis Obispo County, CA
2009.0,27.0,San Luis Obispo County, CA
2010.0,28.0,San Luis Obispo County, CA
2011.0,33.0,San Luis Obispo County, CA
2012.0,35.0,San Luis Obispo County, CA
2013.0,33.0,San Luis Obispo County, CA
2014.0,26.0,San Luis Obispo County, CA
2015.0,43.0,San Luis Obispo County, CA
2003.0,41.0,San Mateo County, CA
2004.0,44.0,San Mateo County, CA
2005.0,37.0,San Mateo County, CA
2006.0,42.0,San Mateo County, CA
2007.0,47.0,San Mateo County, CA
2008.0,47.0,San Mateo County, CA
2009.0,36.0,San Mateo County, CA
2010.0,39.0,San Mateo County, CA
2011.0,53.0,San Mateo County, CA
2012.0,44.0,San Mateo County, CA
2013.0,47.0,San Mateo County, CA
2014.0,56.0,San Mateo County, CA
2015.0,65.0,San Mateo County, CA
2011.0,13.0,San Miguel County, NM
2012.0,10.0,San Miguel County, NM
2007.0,12.0,San Patricio County, TX
2014.0,11.0,San Patricio County, TX
2003.0,11.0,Sandoval County, NM
2006.0,11.0,Sandoval County, NM
2007.0,14.0,Sandoval County, NM
2008.0,19.0,Sandoval County, NM
2009.0,19.0,Sandoval County, NM
2010.0,16.0,Sandoval County, NM
2011.0,25.0,Sandoval County, NM
2012.0,21.0,Sandoval County, NM
2013.0,20.0,Sandoval County, NM
2014.0,29.0,Sandoval County, NM
2015.0,21.0,Sandoval County, NM
2011.0,12.0,Sandusky County, OH
2014.0,13.0,Sandusky County, OH
2015.0,12.0,Sandusky County, OH
2005.0,10.0,Sangamon County, IL
2007.0,19.0,Sangamon County, IL
2008.0,14.0,Sangamon County, IL
2009.0,11.0,Sangamon County, IL
2010.0,10.0,Sangamon County, IL
2011.0,21.0,Sangamon County, IL
2012.0,35.0,Sangamon County, IL
2013.0,17.0,Sangamon County, IL
2014.0,34.0,Sangamon County, IL
2015.0,41.0,Sangamon County, IL
2003.0,44.0,Santa Barbara County, CA
2004.0,27.0,Santa Barbara County, CA
2005.0,30.0,Santa Barbara County, CA
2006.0,27.0,Santa Barbara County, CA
2007.0,37.0,Santa Barbara County, CA
2008.0,38.0,Santa Barbara County, CA
2009.0,52.0,Santa Barbara County, CA
2010.0,38.0,Santa Barbara County, CA
2011.0,37.0,Santa Barbara County, CA
2012.0,35.0,Santa Barbara County, CA
2013.0,42.0,Santa Barbara County, CA
2014.0,44.0,Santa Barbara County, CA
2015.0,59.0,Santa Barbara County, CA
2003.0,55.0,Santa Clara County, CA
2004.0,87.0,Santa Clara County, CA
2005.0,82.0,Santa Clara County, CA
2006.0,83.0,Santa Clara County, CA
2007.0,126.0,Santa Clara County, CA
2008.0,86.0,Santa Clara County, CA
2009.0,89.0,Santa Clara County, CA
2010.0,104.0,Santa Clara County, CA
2011.0,102.0,Santa Clara County, CA
2012.0,126.0,Santa Clara County, CA
2013.0,124.0,Santa Clara County, CA
2014.0,113.0,Santa Clara County, CA
2015.0,118.0,Santa Clara County, CA
2003.0,21.0,Santa Cruz County, CA
2004.0,18.0,Santa Cruz County, CA
2005.0,27.0,Santa Cruz County, CA
2006.0,30.0,Santa Cruz County, CA
2007.0,36.0,Santa Cruz County, CA
2008.0,24.0,Santa Cruz County, CA
2009.0,32.0,Santa Cruz County, CA
2010.0,38.0,Santa Cruz County, CA
2011.0,49.0,Santa Cruz County, CA
2012.0,41.0,Santa Cruz County, CA
2013.0,31.0,Santa Cruz County, CA
2014.0,55.0,Santa Cruz County, CA
2015.0,38.0,Santa Cruz County, CA
2003.0,24.0,Santa Fe County, NM
2004.0,19.0,Santa Fe County, NM
2005.0,18.0,Santa Fe County, NM
2006.0,20.0,Santa Fe County, NM
2007.0,26.0,Santa Fe County, NM
2008.0,27.0,Santa Fe County, NM
2009.0,20.0,Santa Fe County, NM
2010.0,27.0,Santa Fe County, NM
2011.0,36.0,Santa Fe County, NM
2012.0,34.0,Santa Fe County, NM
2013.0,40.0,Santa Fe County, NM
2014.0,37.0,Santa Fe County, NM
2015.0,40.0,Santa Fe County, NM
2003.0,21.0,Santa Rosa County, FL
2004.0,18.0,Santa Rosa County, FL
2005.0,22.0,Santa Rosa County, FL
2006.0,28.0,Santa Rosa County, FL
2007.0,20.0,Santa Rosa County, FL
2008.0,21.0,Santa Rosa County, FL
2009.0,11.0,Santa Rosa County, FL
2010.0,17.0,Santa Rosa County, FL
2011.0,18.0,Santa Rosa County, FL
2012.0,10.0,Santa Rosa County, FL
2013.0,11.0,Santa Rosa County, FL
2014.0,13.0,Santa Rosa County, FL
2015.0,22.0,Santa Rosa County, FL
2003.0,50.0,Sarasota County, FL
2004.0,47.0,Sarasota County, FL
2005.0,60.0,Sarasota County, FL
2006.0,89.0,Sarasota County, FL
2007.0,65.0,Sarasota County, FL
2008.0,81.0,Sarasota County, FL
2009.0,62.0,Sarasota County, FL
2010.0,64.0,Sarasota County, FL
2011.0,65.0,Sarasota County, FL
2012.0,55.0,Sarasota County, FL
2013.0,47.0,Sarasota County, FL
2014.0,39.0,Sarasota County, FL
2015.0,83.0,Sarasota County, FL
2007.0,10.0,Saratoga County, NY
2008.0,15.0,Saratoga County, NY
2013.0,11.0,Saratoga County, NY
2014.0,16.0,Saratoga County, NY
2015.0,13.0,Saratoga County, NY
2011.0,12.0,Sarpy County, NE
2011.0,10.0,Sauk County, WI
2013.0,10.0,Sauk County, WI
2015.0,12.0,Sauk County, WI
2009.0,10.0,Schenectady County, NY
2015.0,13.0,Schenectady County, NY
2003.0,10.0,Schuylkill County, PA
2004.0,22.0,Schuylkill County, PA
2005.0,16.0,Schuylkill County, PA
2006.0,21.0,Schuylkill County, PA
2007.0,21.0,Schuylkill County, PA
2008.0,12.0,Schuylkill County, PA
2009.0,24.0,Schuylkill County, PA
2010.0,23.0,Schuylkill County, PA
2011.0,23.0,Schuylkill County, PA
2012.0,31.0,Schuylkill County, PA
2013.0,18.0,Schuylkill County, PA
2014.0,26.0,Schuylkill County, PA
2015.0,25.0,Schuylkill County, PA
2004.0,14.0,Scioto County, OH
2005.0,17.0,Scioto County, OH
2006.0,15.0,Scioto County, OH
2007.0,19.0,Scioto County, OH
2008.0,19.0,Scioto County, OH
2009.0,19.0,Scioto County, OH
2010.0,22.0,Scioto County, OH
2011.0,25.0,Scioto County, OH
2012.0,17.0,Scioto County, OH
2013.0,18.0,Scioto County, OH
2014.0,23.0,Scioto County, OH
2015.0,30.0,Scioto County, OH
2006.0,11.0,Scott County, IA
2007.0,13.0,Scott County, IA
2008.0,16.0,Scott County, IA
2009.0,13.0,Scott County, IA
2010.0,15.0,Scott County, IA
2011.0,17.0,Scott County, IA
2012.0,22.0,Scott County, IA
2013.0,34.0,Scott County, IA
2014.0,14.0,Scott County, IA
2015.0,29.0,Scott County, IA
2011.0,15.0,Scott County, IN
2012.0,12.0,Scott County, IN
2012.0,10.0,Scott County, KY
2015.0,13.0,Scott County, KY
2009.0,10.0,Scott County, TN
2007.0,28.0,Sebastian County, AR
2008.0,16.0,Sebastian County, AR
2009.0,16.0,Sebastian County, AR
2010.0,11.0,Sebastian County, AR
2011.0,15.0,Sebastian County, AR
2012.0,22.0,Sebastian County, AR
2014.0,14.0,Sebastian County, AR
2015.0,15.0,Sebastian County, AR
2003.0,46.0,Sedgwick County, KS
2004.0,50.0,Sedgwick County, KS
2005.0,68.0,Sedgwick County, KS
2006.0,60.0,Sedgwick County, KS
2007.0,51.0,Sedgwick County, KS
2008.0,48.0,Sedgwick County, KS
2009.0,55.0,Sedgwick County, KS
2010.0,40.0,Sedgwick County, KS
2011.0,45.0,Sedgwick County, KS
2012.0,57.0,Sedgwick County, KS
2013.0,61.0,Sedgwick County, KS
2014.0,74.0,Sedgwick County, KS
2015.0,72.0,Sedgwick County, KS
2003.0,33.0,Seminole County, FL
2004.0,23.0,Seminole County, FL
2005.0,30.0,Seminole County, FL
2006.0,37.0,Seminole County, FL
2007.0,37.0,Seminole County, FL
2008.0,41.0,Seminole County, FL
2009.0,61.0,Seminole County, FL
2010.0,61.0,Seminole County, FL
2011.0,49.0,Seminole County, FL
2012.0,40.0,Seminole County, FL
2013.0,45.0,Seminole County, FL
2014.0,49.0,Seminole County, FL
2015.0,53.0,Seminole County, FL
2014.0,11.0,Seneca County, OH
2009.0,15.0,Sequoyah County, OK
2010.0,11.0,Sequoyah County, OK
2013.0,16.0,Sequoyah County, OK
2014.0,14.0,Sequoyah County, OK
2004.0,10.0,Sevier County, TN
2005.0,15.0,Sevier County, TN
2007.0,13.0,Sevier County, TN
2009.0,14.0,Sevier County, TN
2010.0,23.0,Sevier County, TN
2011.0,13.0,Sevier County, TN
2012.0,13.0,Sevier County, TN
2013.0,13.0,Sevier County, TN
2014.0,14.0,Sevier County, TN
2015.0,25.0,Sevier County, TN
2003.0,31.0,Shasta County, CA
2004.0,35.0,Shasta County, CA
2005.0,33.0,Shasta County, CA
2006.0,33.0,Shasta County, CA
2007.0,35.0,Shasta County, CA
2008.0,49.0,Shasta County, CA
2009.0,50.0,Shasta County, CA
2010.0,43.0,Shasta County, CA
2011.0,46.0,Shasta County, CA
2012.0,42.0,Shasta County, CA
2013.0,42.0,Shasta County, CA
2014.0,33.0,Shasta County, CA
2015.0,22.0,Shasta County, CA
2004.0,13.0,Shawnee County, KS
2005.0,11.0,Shawnee County, KS
2006.0,13.0,Shawnee County, KS
2008.0,14.0,Shawnee County, KS
2009.0,24.0,Shawnee County, KS
2010.0,19.0,Shawnee County, KS
2011.0,18.0,Shawnee County, KS
2012.0,13.0,Shawnee County, KS
2014.0,17.0,Shawnee County, KS
2015.0,19.0,Shawnee County, KS
2015.0,14.0,Sheboygan County, WI
2006.0,17.0,Shelby County, AL
2007.0,26.0,Shelby County, AL
2008.0,34.0,Shelby County, AL
2009.0,28.0,Shelby County, AL
2010.0,15.0,Shelby County, AL
2011.0,25.0,Shelby County, AL
2012.0,34.0,Shelby County, AL
2013.0,27.0,Shelby County, AL
2014.0,37.0,Shelby County, AL
2015.0,38.0,Shelby County, AL
2007.0,13.0,Shelby County, IN
2015.0,14.0,Shelby County, KY
2008.0,12.0,Shelby County, OH
2003.0,37.0,Shelby County, TN
2004.0,57.0,Shelby County, TN
2005.0,89.0,Shelby County, TN
2006.0,91.0,Shelby County, TN
2007.0,102.0,Shelby County, TN
2008.0,83.0,Shelby County, TN
2009.0,104.0,Shelby County, TN
2010.0,119.0,Shelby County, TN
2011.0,83.0,Shelby County, TN
2012.0,118.0,Shelby County, TN
2013.0,132.0,Shelby County, TN
2014.0,138.0,Shelby County, TN
2015.0,181.0,Shelby County, TN
2015.0,11.0,Shenandoah County, VA
2014.0,10.0,Sherburne County, MN
2007.0,14.0,Shiawassee County, MI
2008.0,14.0,Shiawassee County, MI
2009.0,14.0,Shiawassee County, MI
2010.0,15.0,Shiawassee County, MI
2011.0,12.0,Shiawassee County, MI
2009.0,11.0,Silver Bow County, MT
2010.0,13.0,Siskiyou County, CA
2011.0,12.0,Siskiyou County, CA
2015.0,13.0,Siskiyou County, CA
2003.0,12.0,Skagit County, WA
2004.0,13.0,Skagit County, WA
2005.0,15.0,Skagit County, WA
2006.0,16.0,Skagit County, WA
2007.0,12.0,Skagit County, WA
2008.0,10.0,Skagit County, WA
2009.0,20.0,Skagit County, WA
2010.0,16.0,Skagit County, WA
2011.0,15.0,Skagit County, WA
2012.0,17.0,Skagit County, WA
2013.0,23.0,Skagit County, WA
2014.0,10.0,Skagit County, WA
2015.0,18.0,Skagit County, WA
2015.0,0.0,Skagway-Hoonah-Angoon Census Area, AK
2004.0,15.0,Smith County, TX
2006.0,23.0,Smith County, TX
2007.0,18.0,Smith County, TX
2008.0,19.0,Smith County, TX
2009.0,27.0,Smith County, TX
2010.0,17.0,Smith County, TX
2011.0,20.0,Smith County, TX
2012.0,16.0,Smith County, TX
2013.0,17.0,Smith County, TX
2014.0,17.0,Smith County, TX
2015.0,19.0,Smith County, TX
2003.0,65.0,Snohomish County, WA
2004.0,82.0,Snohomish County, WA
2005.0,84.0,Snohomish County, WA
2006.0,86.0,Snohomish County, WA
2007.0,95.0,Snohomish County, WA
2008.0,109.0,Snohomish County, WA
2009.0,109.0,Snohomish County, WA
2010.0,89.0,Snohomish County, WA
2011.0,143.0,Snohomish County, WA
2012.0,114.0,Snohomish County, WA
2013.0,112.0,Snohomish County, WA
2014.0,102.0,Snohomish County, WA
2015.0,114.0,Snohomish County, WA
2003.0,29.0,Solano County, CA
2004.0,18.0,Solano County, CA
2005.0,30.0,Solano County, CA
2006.0,28.0,Solano County, CA
2007.0,27.0,Solano County, CA
2008.0,32.0,Solano County, CA
2009.0,31.0,Solano County, CA
2010.0,35.0,Solano County, CA
2011.0,45.0,Solano County, CA
2012.0,24.0,Solano County, CA
2013.0,45.0,Solano County, CA
2014.0,55.0,Solano County, CA
2015.0,49.0,Solano County, CA
2003.0,18.0,Somerset County, NJ
2005.0,17.0,Somerset County, NJ
2006.0,16.0,Somerset County, NJ
2007.0,12.0,Somerset County, NJ
2010.0,13.0,Somerset County, NJ
2011.0,23.0,Somerset County, NJ
2012.0,19.0,Somerset County, NJ
2013.0,34.0,Somerset County, NJ
2014.0,26.0,Somerset County, NJ
2015.0,30.0,Somerset County, NJ
2003.0,10.0,Somerset County, PA
2009.0,10.0,Somerset County, PA
2010.0,12.0,Somerset County, PA
2012.0,13.0,Somerset County, PA
2013.0,10.0,Somerset County, PA
2014.0,17.0,Somerset County, PA
2015.0,19.0,Somerset County, PA
2003.0,42.0,Sonoma County, CA
2004.0,48.0,Sonoma County, CA
2005.0,51.0,Sonoma County, CA
2006.0,37.0,Sonoma County, CA
2007.0,41.0,Sonoma County, CA
2008.0,51.0,Sonoma County, CA
2009.0,42.0,Sonoma County, CA
2010.0,53.0,Sonoma County, CA
2011.0,39.0,Sonoma County, CA
2012.0,55.0,Sonoma County, CA
2013.0,31.0,Sonoma County, CA
